sample_size,parameter,estimate
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_S,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,gamma_G,0.10000000149011612
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,sigma_Z,0.044240158051252365
5000,beta_0,-6.345634460449219
5000,beta_0,-6.21638298034668
5000,beta_0,-6.250371932983398
5000,beta_0,-6.343761920928955
5000,beta_0,-6.213594913482666
5000,beta_0,-6.374488830566406
5000,beta_0,-6.366114139556885
5000,beta_0,-6.3100457191467285
5000,beta_0,-6.269268035888672
5000,beta_0,-6.242801189422607
5000,beta_0,-6.235357761383057
5000,beta_0,-6.2631354331970215
5000,beta_0,-6.306630611419678
5000,beta_0,-6.288182735443115
5000,beta_0,-6.3313751220703125
5000,beta_0,-6.235605716705322
5000,beta_0,-6.247790813446045
5000,beta_0,-6.273105144500732
5000,beta_0,-6.269467830657959
5000,beta_0,-6.1234941482543945
5000,beta_0,-6.289124965667725
5000,beta_0,-6.231717586517334
5000,beta_0,-6.399815082550049
5000,beta_0,-6.388130187988281
5000,beta_0,-6.437222003936768
5000,beta_0,-6.265552043914795
5000,beta_0,-6.343606948852539
5000,beta_0,-6.367069721221924
5000,beta_0,-6.324699878692627
5000,beta_0,-6.326144695281982
5000,beta_0,-6.281482219696045
5000,beta_0,-6.363070487976074
5000,beta_0,-6.260798454284668
5000,beta_0,-6.21812629699707
5000,beta_0,-6.234308242797852
5000,beta_0,-6.265970230102539
5000,beta_0,-6.29365873336792
5000,beta_0,-6.334044933319092
5000,beta_0,-6.322682857513428
5000,beta_0,-6.1893415451049805
5000,beta_0,-6.273331165313721
5000,beta_0,-6.226689338684082
5000,beta_0,-6.359893798828125
5000,beta_0,-6.071610450744629
5000,beta_0,-6.247875213623047
5000,beta_0,-6.307095050811768
5000,beta_0,-6.3034234046936035
5000,beta_0,-6.303316593170166
5000,beta_0,-6.307971954345703
5000,beta_0,-6.344354152679443
5000,beta_0,-6.356103897094727
5000,beta_0,-6.252094268798828
5000,beta_0,-6.346136569976807
5000,beta_0,-6.315284729003906
5000,beta_0,-6.344485759735107
5000,beta_0,-6.274780750274658
