sim_id,CoxPH_HR,CoxPH_beta_S,CoxPH_beta_GS,CoxPH_LL,CoxPH_AIC,CoxPH_BIC,CoxPH_nparams,Markov_RR,Markov_risk_never,Markov_risk_always,Markov_beta_S,Markov_beta_GS,Markov_LL,Markov_AIC,Markov_BIC,Markov_nparams,HMM_RR,HMM_risk_never,HMM_risk_always,HMM_beta_S,HMM_beta_GS,HMM_beta_Z,HMM_LL,HMM_AIC,HMM_BIC,HMM_nparams
57,1.2023088544355305,0.18424375355243683,0.3816215693950653,-11063.811218261719,22181.622436523438,22395.01660044191,27,5.6273423243500025,0.05305374041199684,0.2985515594482422,0.1654818207025528,0.36476513743400574,-11088.68099975586,22231.36199951172,22444.756163430193,27,5.722346480844677,0.05451260507106781,0.3119400143623352,-0.13706964254379272,0.4985528290271759,1.4370877742767334,-10979.208984375,22012.41796875,22225.812132668474,27
58,1.326860196550003,0.2828153967857361,0.3326297402381897,-10736.365051269531,21526.730102539062,21740.124266457537,27,4.08941576305983,0.05563785508275032,0.22752632200717926,0.28520312905311584,0.33238691091537476,-10744.37043762207,21542.74087524414,21756.135039162615,27,6.350695131412744,0.051910169422626495,0.3296656608581543,-0.11824788898229599,0.5119805335998535,1.5131043195724487,-10658.60546875,21371.2109375,21584.605101418474,27
59,1.301348340919155,0.2634009122848511,0.2818562090396881,-11407.111236572266,22868.22247314453,23081.616637063005,27,4.71087098543075,0.0572214312851429,0.2695627808570862,0.26419901847839355,0.2910062372684479,-11414.080078125,22882.16015625,23095.554320168474,27,5.552168506066065,0.05602376163005829,0.3110533654689789,-0.03670850768685341,0.4180160164833069,1.3608249425888062,-11306.302734375,22666.60546875,22879.999632668474,27
60,1.3475177222377062,0.29826417565345764,0.33913442492485046,-11122.224151611328,22298.448303222656,22511.84246714113,27,5.056348826309729,0.055181317031383514,0.27901598811149597,0.28960326313972473,0.33099010586738586,-11135.183959960938,22324.367919921875,22537.76208384035,27,5.993333555917767,0.0542115792632103,0.3249080777168274,-0.08847540616989136,0.4950369596481323,1.4385873079299927,-11004.0087890625,22062.017578125,22275.411742043474,27
61,1.2374593471424868,0.21306036412715912,0.27873358130455017,-11167.476257324219,22388.952514648438,22602.34667856691,27,3.6202024418921845,0.061248522251844406,0.22173205018043518,0.19665837287902832,0.27281373739242554,-11147.574432373047,22349.148864746094,22562.543028664568,27,5.854178674602142,0.05441700294613838,0.31856685876846313,-0.12807390093803406,0.4011625051498413,1.4770934581756592,-11067.2685546875,22188.537109375,22401.931273293474,27
62,1.1237486794592901,0.11667013168334961,0.30690088868141174,-11003.366592407227,22060.733184814453,22274.127348732927,27,4.4988179497262015,0.05797944217920303,0.26083895564079285,0.09415370970964432,0.31390464305877686,-11027.298370361328,22108.596740722656,22321.99090464113,27,5.107825657223239,0.05677473172545433,0.2899954319000244,-0.18739080429077148,0.49907949566841125,1.3647794723510742,-10928.134765625,21910.26953125,22123.663695168474,27
63,1.1803166672533523,0.16578276455402374,0.3196627199649811,-11011.132720947266,22076.26544189453,22289.659605813005,27,4.700498439715047,0.05566543713212013,0.2616553008556366,0.17957137525081635,0.33321571350097656,-11008.894744873047,22071.789489746094,22285.183653664568,27,5.314455632360035,0.055596232414245605,0.2954637110233307,-0.109444260597229,0.49629902839660645,1.3535819053649902,-10915.025390625,21884.05078125,22097.444945168474,27
64,1.4329997439695947,0.3597699701786041,0.27472957968711853,-10917.77082824707,21889.54165649414,22102.935820412615,27,3.773531409825947,0.05785045027732849,0.2183004915714264,0.3784776031970978,0.2646161615848541,-10915.549865722656,21885.099731445312,22098.493895363787,27,5.526210970926627,0.05528551712632179,0.3055194318294525,-0.02712678723037243,0.45304152369499207,1.324118733406067,-10862.189453125,21778.37890625,21991.773070168474,27
65,1.1485076029853671,0.1384633630514145,0.37672263383865356,-10960.809814453125,21975.61962890625,22189.013792824724,27,4.352800436921732,0.0548539012670517,0.2387680858373642,0.13895614445209503,0.3805560767650604,-10939.274536132812,21932.549072265625,22145.9432361841,27,5.92473084769173,0.05257069692015648,0.3114672303199768,-0.21688029170036316,0.520736813545227,1.5113238096237183,-10827.7421875,21709.484375,21922.878538918474,27
66,1.1780113115313275,0.16382768750190735,0.3231586515903473,-11084.874389648438,22223.748779296875,22437.14294321535,27,5.297088273486542,0.0546351857483387,0.2894074022769928,0.15677154064178467,0.31038713455200195,-11090.280944824219,22234.561889648438,22447.95605356691,27,5.683494793082696,0.054897259920835495,0.3120082914829254,-0.14527754485607147,0.47883695363998413,1.4326832294464111,-10984.9267578125,22023.853515625,22237.247679543474,27
67,1.2143442403746245,0.1942042112350464,0.23138101398944855,-11226.269775390625,22506.53955078125,22719.933714699724,27,3.7195962191121428,0.060880839824676514,0.22645214200019836,0.1949596256017685,0.24632427096366882,-11229.169372558594,22512.338745117188,22725.73290903566,27,5.535364376481503,0.057400383055210114,0.317732036113739,-0.20053832232952118,0.4105798602104187,1.4800808429718018,-11175.7294921875,22405.458984375,22618.853148293474,27
68,1.2050416423041401,0.18651412427425385,0.3300963342189789,-11211.258178710938,22476.516357421875,22689.91052134035,27,4.205298163389309,0.05668080598115921,0.23835968971252441,0.20946618914604187,0.3571976125240326,-11211.559478759766,22477.11895751953,22690.513121438005,27,6.041977002754989,0.0536726675927639,0.3242890238761902,-0.11797986179590225,0.48276838660240173,1.46114981174469,-11134.9912109375,22323.982421875,22537.376585793474,27
69,1.2171385170094295,0.19650262594223022,0.2587208151817322,-11215.590789794922,22485.181579589844,22698.575743508318,27,4.126566302652142,0.05794374272227287,0.23910869657993317,0.19254498183727264,0.25132593512535095,-11212.625946044922,22479.251892089844,22692.646056008318,27,5.53917253539077,0.056395918130874634,0.31238672137260437,-0.2032547891139984,0.4507048726081848,1.4774490594863892,-11130.5302734375,22315.060546875,22528.454710793474,27
70,1.1788150376579314,0.16450972855091095,0.33147507905960083,-11204.219696044922,22462.439392089844,22675.833556008318,27,3.9168377524106144,0.05870695039629936,0.2299456000328064,0.1954394429922104,0.35584598779678345,-11254.731872558594,22563.463745117188,22776.85790903566,27,6.181486457516625,0.054302360862493515,0.33566930890083313,-0.190257728099823,0.49677959084510803,1.5325690507888794,-11176.9375,22407.875,22621.269163918474,27
71,1.2328153893970926,0.20930048823356628,0.2578663229942322,-10889.400115966797,21832.800231933594,22046.194395852068,27,3.9901225898190864,0.056861065328121185,0.22688262164592743,0.2110455334186554,0.25111299753189087,-10886.60757446289,21827.21514892578,22040.609312844255,27,5.515613782749365,0.05465947091579437,0.3014805316925049,-0.12587790191173553,0.4489590525627136,1.4128632545471191,-10810.076171875,21674.15234375,21887.546507668474,27
72,1.3030281550938847,0.26469090580940247,0.35185864567756653,-11469.632843017578,22993.265686035156,23206.65984995363,27,4.145158331823427,0.06060117855668068,0.25120148062705994,0.24469026923179626,0.3408600687980652,-11465.951782226562,22985.903564453125,23199.2977283716,27,5.614889365069196,0.05642102658748627,0.31679782271385193,-0.07677971571683884,0.469353049993515,1.3745535612106323,-11351.234375,22756.46875,22969.862913918474,27
73,1.2929522194846448,0.25692814588546753,0.23620474338531494,-10979.031707763672,22012.063415527344,22225.457579445818,27,4.4186590876893534,0.05429955571889877,0.23993122577667236,0.27509158849716187,0.2386511266231537,-10980.330932617188,22014.661865234375,22228.05602915285,27,5.974171290416546,0.05318101868033409,0.3177125155925751,-0.0953669548034668,0.44698280096054077,1.450480341911316,-10944.7255859375,21943.451171875,22156.845335793474,27
74,1.2553441588191543,0.22740976512432098,0.32351869344711304,-10815.781372070312,21685.562744140625,21898.9569080591,27,4.551503264726408,0.053783118724823,0.24479404091835022,0.2252136468887329,0.32143211364746094,-10813.984893798828,21681.969787597656,21895.36395151613,27,6.159241544503574,0.052126698195934296,0.3210609257221222,-0.14250683784484863,0.4792957901954651,1.5169625282287598,-10755.2724609375,21564.544921875,21777.939085793474,27
75,1.2476492223267186,0.2212611585855484,0.35662731528282166,-11287.717071533203,22629.434143066406,22842.82830698488,27,3.4525272282761326,0.06278973072767258,0.21678325533866882,0.18766963481903076,0.3094703257083893,-11307.639892578125,22669.27978515625,22882.673949074724,27,5.54169716554958,0.05625511333346367,0.31174880266189575,-0.16995364427566528,0.5219215750694275,1.4169788360595703,-11227.96875,22509.9375,22723.331663918474,27
76,1.1776069077667533,0.1634843349456787,0.31555041670799255,-11003.528594970703,22061.057189941406,22274.45135385988,27,5.69414704582874,0.05181188881397247,0.2950245141983032,0.17431968450546265,0.31307268142700195,-10998.355010986328,22050.710021972656,22264.10418589113,27,5.922411575071575,0.05273839831352234,0.3123385012149811,-0.10207203775644302,0.4813220202922821,1.4559807777404785,-10862.3330078125,21778.666015625,21992.060179543474,27
77,1.305337827623075,0.26646187901496887,0.35413917899131775,-10974.830108642578,22003.660217285156,22217.05438120363,27,5.233391889881092,0.05427052080631256,0.2840189039707184,0.25706708431243896,0.36281344294548035,-10997.75405883789,22049.50811767578,22262.902281594255,27,6.3943023183811905,0.05277064070105553,0.3374314308166504,-0.1152709573507309,0.4804675579071045,1.5081052780151367,-10893.5361328125,21841.072265625,22054.466429543474,27
78,1.1590822185514336,0.14762850105762482,0.3430025577545166,-10976.816329956055,22007.63265991211,22221.026823830583,27,4.70739498377725,0.05621965229511261,0.26464810967445374,0.14139029383659363,0.334736704826355,-10983.539123535156,22021.078247070312,22234.472410988787,27,6.046555714061269,0.05341401323676109,0.32297080755233765,-0.22387339174747467,0.51657634973526,1.5276226997375488,-10883.216796875,21820.43359375,22033.827757668474,27
79,1.0700828010352812,0.06773602962493896,0.38094383478164673,-10941.481094360352,21936.962188720703,22150.356352639177,27,3.3828303854145956,0.060571301728487015,0.20490244030952454,0.07173518091440201,0.39643171429634094,-10931.439895629883,21916.879791259766,22130.27395517824,27,5.450332742998458,0.05423200502991676,0.29558247327804565,-0.30082449316978455,0.5954862833023071,1.4778310060501099,-10828.5087890625,21711.017578125,21924.411742043474,27
80,1.315892316208586,0.2745150029659271,0.32068461179733276,-11155.089492797852,22364.178985595703,22577.573149514177,27,4.260223121478359,0.058164793998003006,0.2477950006723404,0.27264776825904846,0.3158060908317566,-11161.635757446289,22377.271514892578,22590.665678811052,27,5.5799951901452625,0.05603577941656113,0.31267938017845154,-0.080930195748806,0.45780888199806213,1.3979051113128662,-11058.1484375,22170.296875,22383.691038918474,27
81,1.271416497759614,0.24013163149356842,0.357439249753952,-10984.055633544922,22022.111267089844,22235.505431008318,27,3.5268784815300256,0.0597693957388401,0.21079939603805542,0.2494790405035019,0.35020506381988525,-10985.257568359375,22024.51513671875,22237.909300637224,27,5.463398995055738,0.05464750528335571,0.29856112599372864,-0.11412552744150162,0.5015984773635864,1.3688971996307373,-10911.1689453125,21876.337890625,22089.732054543474,27
82,1.225550963359647,0.20339050889015198,0.3291957974433899,-11430.59992980957,22915.19985961914,23128.594023537615,27,4.012372019883711,0.060068219900131226,0.24101604521274567,0.18754205107688904,0.3284856975078583,-11429.480834960938,22912.961669921875,23126.35583384035,27,5.119386652423045,0.05849689990282059,0.2994682490825653,-0.18722622096538544,0.45550620555877686,1.4087231159210205,-11292.2021484375,22638.404296875,22851.798460793474,27
83,1.240680741951264,0.2156602144241333,0.30487439036369324,-11456.065490722656,22966.130981445312,23179.525145363787,27,4.185889733017719,0.059713587164878845,0.249954491853714,0.2163747400045395,0.28491905331611633,-11449.124694824219,22952.249389648438,23165.64355356691,27,5.941270438567506,0.055483970791101456,0.3296452760696411,-0.17011569440364838,0.4398747682571411,1.5156859159469604,-11359.14453125,22772.2890625,22985.683226418474,27
84,1.1783820521107646,0.16414235532283783,0.27926066517829895,-11123.970581054688,22301.941162109375,22515.33532602785,27,3.9838732295198827,0.05832115560770035,0.23234409093856812,0.19451341032981873,0.31022658944129944,-11128.012008666992,22310.024017333984,22523.41818125246,27,5.073330084489808,0.057412274181842804,0.2912714183330536,-0.14018996059894562,0.46248194575309753,1.3559279441833496,-11056.1875,22166.375,22379.769163918474,27
85,1.317560786472634,0.27578213810920715,0.18091920018196106,-11196.064056396484,22446.12811279297,22659.522276711443,27,5.610439188888566,0.052699342370033264,0.2956664562225342,0.2629617750644684,0.19776156544685364,-11213.289001464844,22480.578002929688,22693.97216684816,27,5.775080745847643,0.05602271109819412,0.323535680770874,-0.12404418736696243,0.378222793340683,1.4729119539260864,-11112.578125,22279.15625,22492.550413918474,27
86,1.2824101910147958,0.2487412691116333,0.2829214930534363,-11061.052459716797,22176.104919433594,22389.499083352068,27,5.7956158439788945,0.05126659572124481,0.29712149500846863,0.2598196268081665,0.2865886092185974,-11048.517166137695,22151.03433227539,22364.428496193865,27,6.264547750399831,0.05255656689405441,0.32924312353134155,-0.05582686513662338,0.45210787653923035,1.476100206375122,-10929.71484375,21913.4296875,22126.823851418474,27
87,1.2745602673127383,0.24260123074054718,0.35145410895347595,-11093.460662841797,22240.921325683594,22454.315489602068,27,4.374814107316487,0.05576116219162941,0.24394471943378448,0.18964506685733795,0.33389806747436523,-11089.049499511719,22232.098999023438,22445.49316294191,27,5.903864373947912,0.05412209406495094,0.3195295035839081,-0.12551555037498474,0.4773394465446472,1.469065546989441,-11051.384765625,22156.76953125,22370.163695168474,27
88,1.3684830334904738,0.31370285153388977,0.2719080150127411,-11420.143005371094,22894.286010742188,23107.68017466066,27,3.569832791611496,0.06236642599105835,0.22263771295547485,0.29108428955078125,0.2423805147409439,-11412.961608886719,22879.923217773438,23093.31738169191,27,5.435152258809599,0.05680755153298378,0.3087576925754547,-0.043151501566171646,0.40896156430244446,1.3452386856079102,-11300.39453125,22654.7890625,22868.183226418474,27
89,1.2861650565123093,0.2516649663448334,0.3363257050514221,-11140.743865966797,22335.487731933594,22548.881895852068,27,4.443354486658764,0.055910028517246246,0.248428076505661,0.21238622069358826,0.3097183406352997,-11127.379302978516,22308.75860595703,22522.152769875505,27,6.02353213917266,0.05441403016448021,0.3277646601200104,-0.10245818644762039,0.4817887246608734,1.4576033353805542,-11064.52734375,22183.0546875,22396.448851418474,27
90,1.291292706670002,0.2556438148021698,0.2821788787841797,-10970.55728149414,21995.11456298828,22208.508726906755,27,3.905319514749485,0.05749886482954025,0.22455143928527832,0.2748836278915405,0.3200448453426361,-10975.632736206055,22005.26547241211,22218.659636330583,27,6.021773019342494,0.053308550268411636,0.3210119903087616,-0.1494591236114502,0.4778153598308563,1.4914467334747314,-10916.3623046875,21886.724609375,22100.118773293474,27
91,1.2031102800778797,0.1849101036787033,0.26361146569252014,-11167.846374511719,22389.692749023438,22603.08691294191,27,4.529998236579739,0.055837731808423996,0.25294482707977295,0.18893498182296753,0.2630545198917389,-11162.410217285156,22378.820434570312,22592.214598488787,27,5.753601935179532,0.05488499626517296,0.3157864212989807,-0.16170890629291534,0.43119877576828003,1.4887243509292603,-11068.3505859375,22190.701171875,22404.095335793474,27
92,1.1922745432716675,0.1758628636598587,0.24832315742969513,-11172.26791381836,22398.53582763672,22611.929991555193,27,3.818244742090956,0.06065019592642784,0.2315772920846939,0.17816096544265747,0.2514060139656067,-11167.210083007812,22388.420166015625,22601.8143299341,27,5.129467297709493,0.05774481222033501,0.29620012640953064,-0.18387508392333984,0.4089091718196869,1.3944993019104004,-11088.119140625,22230.23828125,22443.632445168474,27
93,1.2277292317220698,0.2051663100719452,0.3667154908180237,-10857.403060913086,21768.806121826172,21982.200285744646,27,3.959777534935453,0.057172950357198715,0.22639216482639313,0.20545192062854767,0.36247819662094116,-10840.829620361328,21735.659240722656,21949.05340464113,27,5.694522712761266,0.053693365305662155,0.3057580888271332,-0.19188396632671356,0.520816445350647,1.4429267644882202,-10737.71484375,21529.4296875,21742.823851418474,27
94,1.3627701451071705,0.309519499540329,0.3148403763771057,-10943.556365966797,21941.112731933594,22154.506895852068,27,4.018693441255652,0.058646656572818756,0.23568293452262878,0.2958899736404419,0.30914831161499023,-10950.714141845703,21955.428283691406,22168.82244760988,27,5.502368940460677,0.05487802252173424,0.3019591271877289,-0.07124194502830505,0.44638481736183167,1.3675357103347778,-10889.3037109375,21832.607421875,22046.001585793474,27
95,1.092544184059395,0.08850909024477005,0.3483284115791321,-11114.40835571289,22282.81671142578,22496.210875344255,27,5.156529982495427,0.05376627296209335,0.2772473990917206,0.1206769123673439,0.3436634838581085,-11092.029037475586,22238.058074951172,22451.452238869646,27,5.968506599572596,0.05333961173892021,0.31835782527923584,-0.21247351169586182,0.5569128394126892,1.5015804767608643,-10981.44921875,22016.8984375,22230.292601418474,27
96,1.2018605951729444,0.1838708519935608,0.2921746075153351,-10877.792419433594,21809.584838867188,22022.97900278566,27,4.787613652819128,0.05469416454434395,0.26185452938079834,0.19709740579128265,0.3094720244407654,-10905.166442871094,21864.332885742188,22077.72704966066,27,6.578590126368574,0.052230335772037506,0.3436019718647003,-0.1542029231786728,0.4857170283794403,1.5816783905029297,-10831.12109375,21716.2421875,21929.636351418474,27
97,1.2532430931432248,0.2257346659898758,0.3266502618789673,-11032.736358642578,22119.472717285156,22332.86688120363,27,4.248784626420244,0.05541118606925011,0.23543019592761993,0.21808521449565887,0.3098512291908264,-11031.165557861328,22116.331115722656,22329.72527964113,27,5.227684729456437,0.055797234177589417,0.2916903495788574,-0.1791614294052124,0.44789963960647583,1.4082425832748413,-10940.6796875,21935.359375,22148.753538918474,27
98,1.2861143459884496,0.25162553787231445,0.32918497920036316,-10877.91049194336,21809.82098388672,22023.215147805193,27,3.521414807368383,0.0603194385766983,0.21240976452827454,0.2577684223651886,0.3316529393196106,-10872.949996948242,21799.899993896484,22013.29415781496,27,6.220707050950352,0.05253267660737038,0.32679039239883423,-0.06435699015855789,0.4875063896179199,1.4543808698654175,-10847.619140625,21749.23828125,21962.632445168474,27
99,1.3721783924150206,0.31639954447746277,0.3070700466632843,-10733.077743530273,21520.155487060547,21733.54965097902,27,3.9214500038513003,0.05526500940322876,0.21671897172927856,0.2990003228187561,0.289167582988739,-10727.948669433594,21509.897338867188,21723.29150278566,27,6.125886798875692,0.05170416086912155,0.31673383712768555,-0.05813487991690636,0.45142993330955505,1.4693454504013062,-10655.3779296875,21364.755859375,21578.150023293474,27
100,1.0716253689727095,0.06917653232812881,0.37956640124320984,-11018.668518066406,22091.337036132812,22304.731200051287,27,3.9068478201745163,0.05703820288181305,0.2228395789861679,0.07990442216396332,0.3784782290458679,-11010.137756347656,22074.275512695312,22287.669676613787,27,5.297454205202372,0.05535244569182396,0.29322704672813416,-0.281902939081192,0.5579144358634949,1.4629640579223633,-10887.685546875,21829.37109375,22042.765257668474,27
101,1.4561547214769832,0.3757992088794708,0.23387089371681213,-11235.906951904297,22525.813903808594,22739.208067727068,27,4.260516152055841,0.05749031901359558,0.2449384331703186,0.37667009234428406,0.2300802320241928,-11237.516891479492,22529.033782958984,22742.42794687746,27,6.096227933916712,0.05475771054625511,0.33381548523902893,0.02343391813337803,0.398186594247818,1.420580506324768,-11187.8203125,22429.640625,22643.034788918474,27
102,1.1696894441782641,0.15673828125,0.28707608580589294,-10781.275817871094,21616.551635742188,21829.94579966066,27,3.929521262440678,0.05610806867480278,0.2204778492450714,0.16510406136512756,0.28441885113716125,-10811.810607910156,21677.621215820312,21891.015379738787,27,5.4225533008195095,0.05495204031467438,0.2979803681373596,-0.17212966084480286,0.4656699001789093,1.4160038232803345,-10775.7822265625,21605.564453125,21818.958617043474,27
103,1.2952892734822163,0.2587340474128723,0.3000558614730835,-10989.95053100586,22033.90106201172,22247.295225930193,27,4.607022563112782,0.054646123200654984,0.2517559230327606,0.2873234152793884,0.2961658537387848,-10990.849609375,22035.69921875,22249.093382668474,27,6.265741130942187,0.05303366854786873,0.3322952389717102,-0.1345738172531128,0.4892346262931824,1.5095041990280151,-10922.896484375,21899.79296875,22113.187132668474,27
104,1.172103334809948,0.15879985690116882,0.3843158483505249,-11298.810821533203,22651.621643066406,22865.01580698488,27,3.799440070223106,0.060514964163303375,0.22992298007011414,0.15632082521915436,0.38228437304496765,-11272.543594360352,22599.087188720703,22812.481352639177,27,5.2677917829679215,0.05685604363679886,0.2995058000087738,-0.1887885481119156,0.5332242846488953,1.3848450183868408,-11143.4560546875,22340.912109375,22554.306273293474,27
105,1.2969734033841558,0.26003339886665344,0.31133511662483215,-11056.275817871094,22166.551635742188,22379.94579966066,27,3.53573188047002,0.060670025646686554,0.21451294422149658,0.26512932777404785,0.3021838963031769,-11062.364288330078,22178.728576660156,22392.12274057863,27,5.592970554729023,0.05543592572212219,0.31005150079727173,-0.09098149836063385,0.4357629716396332,1.4008541107177734,-10997.513671875,22049.02734375,22262.421507668474,27
106,1.3185244213128366,0.2765132486820221,0.2780618369579315,-10845.48568725586,21744.97137451172,21958.365538430193,27,7.594873209615678,0.046131402254104614,0.3503621518611908,0.2559991478919983,0.28126034140586853,-10866.974319458008,21787.948638916016,22001.34280283449,27,6.667067372358722,0.05110607668757439,0.34072765707969666,-0.0993850827217102,0.434322714805603,1.5663517713546753,-10738.1953125,21530.390625,21743.784788918474,27
107,1.3821464154155547,0.3236376643180847,0.3795660734176636,-10844.763763427734,21743.52752685547,21956.921690773943,27,6.16306547729458,0.04993429780006409,0.30774834752082825,0.29129382967948914,0.376757949590683,-10864.932861328125,21783.86572265625,21997.259886574724,27,6.502729822271763,0.05116579309105873,0.33271732926368713,-0.08850232511758804,0.5304684042930603,1.4922596216201782,-10748.77734375,21551.5546875,21764.948851418474,27
108,1.2560153628989763,0.2279442995786667,0.2851269245147705,-11201.973358154297,22457.946716308594,22671.340880227068,27,4.4670855398434295,0.05759922042489052,0.25730064511299133,0.23386219143867493,0.28730738162994385,-11198.129577636719,22450.259155273438,22663.65331919191,27,5.8457082523379125,0.05443575605750084,0.318215548992157,-0.1687793731689453,0.4592772424221039,1.4927245378494263,-11086.0654296875,22226.130859375,22439.525023293474,27
109,1.1459168196637803,0.1362050324678421,0.3105408847332001,-10673.868957519531,21401.737915039062,21615.132078957537,27,4.174266723302765,0.05471334978938103,0.22838811576366425,0.13549841940402985,0.30760592222213745,-10638.138534545898,21330.277069091797,21543.67123301027,27,5.6090126622497065,0.05319906026124954,0.29839420318603516,-0.12833289802074432,0.473315954208374,1.4051830768585205,-10550.0732421875,21154.146484375,21367.540648293474,27
110,1.312775896689067,0.2721439003944397,0.34474900364875793,-10962.368072509766,21978.73614501953,22192.130308938005,27,4.186132374820642,0.05444398149847984,0.22790971398353577,0.23093678057193756,0.2946127653121948,-10938.25405883789,21930.50811767578,22143.902281594255,27,6.336898705519066,0.05203455314040184,0.32973769307136536,-0.0780763179063797,0.46494901180267334,1.488892674446106,-10898.693359375,21851.38671875,22064.780882668474,27
111,1.1698650096029317,0.15688836574554443,0.29938805103302,-11030.350341796875,22114.70068359375,22328.094847512224,27,4.225900911511644,0.058303672820329666,0.24638554453849792,0.15182600915431976,0.30251821875572205,-11036.540985107422,22127.081970214844,22340.476134133318,27,5.305033252139779,0.05646981671452522,0.29957425594329834,-0.24022406339645386,0.47355949878692627,1.4524779319763184,-10883.3232421875,21820.646484375,22034.040648293474,27
112,1.1737309222510584,0.1601874977350235,0.2731955051422119,-10426.084335327148,20906.168670654297,21119.56283457277,27,3.817508176978716,0.0558624267578125,0.21325527131557465,0.15836958587169647,0.28239431977272034,-10424.551574707031,20903.103149414062,21116.497313332537,27,5.56776540832843,0.05415966361761093,0.3015483021736145,-0.23250335454940796,0.49916765093803406,1.4656603336334229,-10401.5966796875,20857.193359375,21070.587523293474,27
113,1.2695811064475706,0.23868700861930847,0.2532616853713989,-11044.008026123047,22142.016052246094,22355.410216164568,27,3.9451916438538315,0.05910210683941841,0.23316913843154907,0.2680288851261139,0.29305970668792725,-11050.69660949707,22155.39321899414,22368.787382912615,27,5.695433180009619,0.054649848490953445,0.3112545609474182,-0.11449488252401352,0.46163639426231384,1.4291365146636963,-10991.8349609375,22037.669921875,22251.064085793474,27
114,1.1741744813068662,0.1605653315782547,0.29179155826568604,-11269.793731689453,22593.587463378906,22806.98162729738,27,4.753533784329072,0.05677526816725731,0.2698831558227539,0.1575060784816742,0.29548871517181396,-11273.0068359375,22600.013671875,22813.407835793474,27,5.465862855120483,0.05661426857113838,0.3094458281993866,-0.20596672594547272,0.43787655234336853,1.4638837575912476,-11124.138671875,22302.27734375,22515.671507668474,27
115,1.1752960389171014,0.1615200638771057,0.3421822786331177,-11263.556518554688,22581.113037109375,22794.50720102785,27,3.6697529648583602,0.06175575032830238,0.2266283482313156,0.18876510858535767,0.33778610825538635,-11223.720306396484,22501.44061279297,22714.834776711443,27,5.507422330871739,0.05582208186388016,0.3074357807636261,-0.15045879781246185,0.5245271921157837,1.3934217691421509,-11150.787109375,22355.57421875,22568.968382668474,27
116,1.270235353942799,0.23920220136642456,0.24925953149795532,-10959.357818603516,21972.71563720703,22186.109801125505,27,4.10886466124201,0.05630374327301979,0.23134446144104004,0.23275256156921387,0.2863836884498596,-10950.627502441406,21955.255004882812,22168.649168801287,27,5.743293363463146,0.05415692180395126,0.3110390901565552,-0.10849173367023468,0.45434051752090454,1.4264228343963623,-10878.2587890625,21810.517578125,22023.911742043474,27
117,1.2230702474554924,0.20136429369449615,0.2298925817012787,-11075.484252929688,22204.968505859375,22418.36266977785,27,4.695423025668661,0.05567490682005882,0.2614172399044037,0.2176360785961151,0.22855395078659058,-11064.006591796875,22182.01318359375,22395.407347512224,27,5.568417268366337,0.05512935668230057,0.30698326230049133,-0.13441714644432068,0.4110614061355591,1.438987135887146,-10962.36328125,21978.7265625,22192.120726418474,27
118,1.1975175661206734,0.18025071918964386,0.3291804790496826,-11407.434051513672,22868.868103027344,23082.262266945818,27,3.736743105270604,0.06074126064777374,0.2269744873046875,0.17233683168888092,0.32592692971229553,-11404.651245117188,22863.302490234375,23076.69665415285,27,5.383374963538872,0.057472407817840576,0.30939552187919617,-0.17887209355831146,0.4959799647331238,1.4159826040267944,-11339.8720703125,22733.744140625,22947.138304543474,27
119,1.3704971624932822,0.31517356634140015,0.29650911688804626,-10947.032470703125,21948.06494140625,22161.459105324724,27,5.336659831214094,0.05088436231017113,0.27155253291130066,0.28717806935310364,0.2770039141178131,-10933.838348388672,21921.676696777344,22135.070860695818,27,6.0119728082928905,0.05301298946142197,0.31871265172958374,-0.04837217926979065,0.4680892527103424,1.432809591293335,-10839.6474609375,21733.294921875,21946.689085793474,27
120,1.432087989427468,0.3591335117816925,0.3099110424518585,-11142.4248046875,22338.849609375,22552.243773293474,27,4.839392224338935,0.05394648388028145,0.261068195104599,0.327742338180542,0.2825309932231903,-11136.137756347656,22326.275512695312,22539.669676613787,27,6.68550967830691,0.05235103890299797,0.34999337792396545,-0.045621003955602646,0.43849286437034607,1.5394738912582397,-11097.1474609375,22248.294921875,22461.689085793474,27
121,1.231892513139188,0.20855161547660828,0.31611210107803345,-10939.345184326172,21932.690368652344,22146.084532570818,27,4.300481784438748,0.05551839619874954,0.23875585198402405,0.20111143589019775,0.31682929396629333,-10917.814392089844,21889.628784179688,22103.02294809816,27,5.446781138271821,0.0554315485060215,0.3019235134124756,-0.12737250328063965,0.4572267532348633,1.3990614414215088,-10853.736328125,21761.47265625,21974.866820168474,27
122,1.2534997295318697,0.22593942284584045,0.36021775007247925,-10945.114196777344,21944.228393554688,22157.62255747316,27,2.9038661638255334,0.06460852175951004,0.18761450052261353,0.21666944026947021,0.35219481587409973,-10954.253295898438,21962.506591796875,22175.90075571535,27,5.511036882782955,0.05474461242556572,0.30169957876205444,-0.15505780279636383,0.5148045420646667,1.4194011688232422,-10879.501953125,21813.00390625,22026.398070168474,27
