sample_size,parameter,estimate
5000,beta_GS,0.6116335391998291
5000,beta_GS,0.42902088165283203
5000,beta_GS,0.463959664106369
5000,beta_GS,0.5746652483940125
5000,beta_GS,0.387952983379364
5000,beta_GS,0.5396829843521118
5000,beta_GS,0.40693962574005127
5000,beta_GS,0.5647206902503967
5000,beta_GS,0.40781688690185547
5000,beta_GS,0.4218011796474457
5000,beta_GS,0.5046154856681824
5000,beta_GS,0.49394333362579346
5000,beta_GS,0.4359646141529083
5000,beta_GS,0.25646546483039856
5000,beta_GS,0.5871714949607849
5000,beta_GS,0.5108038187026978
5000,beta_GS,0.5679815411567688
5000,beta_GS,0.3663671016693115
5000,beta_GS,0.48753151297569275
5000,beta_GS,0.42853862047195435
5000,beta_GS,0.561522901058197
5000,beta_GS,0.4563084542751312
5000,beta_GS,0.5665386319160461
5000,beta_GS,0.5408809781074524
5000,beta_GS,0.6014365553855896
5000,beta_GS,0.4376959204673767
5000,beta_time,0.002097278367727995
5000,beta_time,0.011038297787308693
5000,beta_time,-0.0025701778940856457
5000,beta_time,-0.0008479667012579739
5000,beta_time,-0.004514967557042837
5000,beta_time,0.0007141740643419325
5000,beta_time,0.0004986923886463046
5000,beta_time,-0.0013704324373975396
5000,beta_time,-0.0003262702375650406
5000,beta_time,-0.004384671337902546
5000,beta_time,-0.002137677278369665
5000,beta_time,-0.017724482342600822
5000,beta_time,-0.0038563753478229046
5000,beta_time,-0.016702912747859955
5000,beta_time,0.0043614087626338005
5000,beta_time,-0.004783559124916792
5000,beta_time,-5.6964279792737216e-05
5000,beta_time,0.00473759276792407
5000,beta_time,-0.009175858460366726
5000,beta_time,-0.018956145271658897
5000,beta_time,-0.013063821010291576
5000,beta_time,0.000132137123728171
5000,beta_time,-0.018464744091033936
5000,beta_time,-0.0012373178033158183
5000,beta_time,0.0020759047474712133
5000,beta_time,-0.0072125946171581745
5000,beta_time,0.00598650798201561
5000,beta_time,-0.001204977510496974
5000,beta_time,-0.018426820635795593
5000,beta_time,-0.0031987163238227367
5000,beta_time,-0.00817746389657259
5000,beta_time,0.007794599514454603
5000,beta_time,-0.006566021125763655
5000,beta_time,0.003327155951410532
5000,beta_time,-0.0049368045292794704
5000,beta_time,-0.004194216337054968
5000,beta_time,-0.010359919629991055
5000,beta_time,0.0034014859702438116
5000,beta_time,0.006233264692127705
5000,beta_time,-0.01127899531275034
5000,beta_time,-0.004618046339601278
5000,beta_time,0.003444596193730831
5000,beta_time,-0.013885186985135078
5000,beta_time,-0.01351998746395111
5000,beta_time,0.007647926453500986
5000,beta_time,0.015241586603224277
5000,beta_time,-0.008198251947760582
5000,beta_time,0.005500038620084524
5000,beta_time,-0.01074078306555748
5000,beta_time,0.0006466854247264564
5000,beta_time,-0.0001903828524518758
5000,beta_time,-0.005323920398950577
5000,beta_time,-0.00579715333878994
5000,beta_time,-0.007872374728322029
5000,beta_time,-0.0003878077259287238
5000,beta_time,-0.0072591169737279415
5000,beta_time,-0.004539038520306349
5000,beta_time,-0.002485906472429633
5000,beta_time,0.00196798425167799
5000,beta_time,-0.002325536450371146
5000,beta_time,-0.005445299204438925
5000,beta_time,-0.003901261603459716
5000,beta_time,0.0012250561267137527
5000,beta_time,-0.005487659014761448
5000,beta_time,-0.0049558719620108604
5000,beta_time,0.004270909819751978
5000,beta_time,-0.002480005845427513
5000,beta_time,0.004457360133528709
5000,beta_time,-0.007737143896520138
5000,beta_time,0.0034872156102210283
5000,beta_time,-0.012629712000489235
5000,beta_time,-0.006598471198230982
5000,beta_time,-0.00924563780426979
5000,beta_time,-0.004829723387956619
5000,beta_time,-0.0037415707483887672
5000,beta_time,-0.012460951693356037
5000,beta_time,0.004585256800055504
5000,beta_time,0.0018471672665327787
5000,beta_time,-0.0017390899593010545
5000,beta_time,0.0009770673932507634
5000,beta_time,-0.0033123886678367853
5000,beta_time,-0.004113140515983105
5000,beta_time,-0.009163527749478817
5000,beta_time,-0.004990923684090376
5000,beta_time,-0.007048042956739664
5000,beta_time,-0.0022696424275636673
5000,beta_time,0.003984783310443163
5000,beta_time,-0.004723547957837582
5000,beta_time,-0.016371404752135277
5000,beta_time,-0.0004940320504829288
5000,beta_time,-0.006304766982793808
5000,beta_time,-0.012902778573334217
5000,beta_time,0.003501790575683117
5000,beta_time,0.006715229246765375
5000,beta_time,0.011444850824773312
5000,beta_time,-0.004827224183827639
5000,beta_time,0.0005349662387743592
5000,beta_time,-0.0015775641659274697
5000,beta_time,0.0013960266951471567
5000,beta_time,0.00810468103736639
5000,beta_time,-0.008874139748513699
5000,beta_time,-0.0032109259627759457
5000,beta_time,0.007741485256701708
5000,beta_time,-0.007597576826810837
5000,beta_time,-0.01705363765358925
5000,beta_time,-0.00025459466269239783
5000,beta_time,0.0034899692982435226
5000,beta_time,-0.008356519974768162
5000,beta_time,-0.007205278612673283
5000,beta_time,-0.009274972602725029
5000,beta_time,-0.00377507577650249
5000,beta_time,-0.0012198175536468625
5000,beta_time,-0.0071561140939593315
5000,beta_time,-0.008376271463930607
5000,beta_time,-0.007986714132130146
5000,beta_time,-0.003852591849863529
5000,beta_time,-0.003131556324660778
5000,beta_time,-0.0047478387132287025
5000,beta_time,-0.004382746294140816
5000,beta_time,-0.0025097972247749567
5000,beta_time,-0.0007471997523680329
5000,beta_time,-0.016529584303498268
5000,beta_time,-0.002763009164482355
5000,beta_time,-0.012508097104728222
5000,beta_time,-0.0011501886183395982
5000,beta_time,-0.007887007668614388
5000,beta_time,-0.0069669876247644424
5000,beta_time,-0.011143525131046772
5000,beta_time,0.007971325889229774
5000,beta_time,0.003997561056166887
5000,beta_time,-0.006758672185242176
5000,beta_time,0.004461170174181461
5000,beta_time,0.00856381468474865
5000,beta_time,0.007953904569149017
5000,beta_time,-0.0005070941406302154
5000,beta_time,-0.002651400165632367
5000,beta_time,-0.002658578334376216
5000,beta_time,0.0034625863190740347
5000,beta_time,-0.011107740923762321
5000,beta_time,0.0006622622604481876
5000,beta_time,-0.0027762618847191334
5000,beta_time,-0.008910959586501122
5000,beta_time,-0.010419422760605812
5000,beta_time,-0.014595158398151398
5000,beta_time,-0.005592617206275463
5000,beta_time,0.0045056394301354885
5000,beta_time,-0.004126867279410362
5000,beta_time,-0.004938924685120583
5000,beta_time,-0.001335024950094521
5000,beta_time,0.0017245272174477577
5000,beta_time,0.0022223202977329493
5000,beta_time,-0.008794108405709267
5000,beta_time,-0.009252003394067287
5000,beta_time,-0.0026735367719084024
5000,beta_time,-0.0028167753480374813
5000,beta_time,-0.007238877471536398
5000,beta_time,-0.005504048429429531
5000,beta_time,0.012325242161750793
5000,beta_time,-0.004267688374966383
5000,beta_time,0.0028490989934653044
5000,beta_time,0.0009731375030241907
5000,beta_time,-0.008412448689341545
5000,beta_time,0.0002136027324013412
5000,beta_time,0.0019638605881482363
5000,beta_time,-0.004754019435495138
5000,beta_time,-0.00015141084440983832
5000,beta_time,-0.0019343802705407143
5000,beta_time,0.0019969309214502573
5000,beta_time,-0.015662113204598427
5000,beta_time,-0.0035580568946897984
5000,beta_time,-0.0031017258297652006
5000,beta_time,-0.006573938298970461
5000,beta_time,-0.007539860904216766
5000,beta_time,-0.011636038310825825
5000,beta_time,-0.0033988389186561108
5000,beta_time,0.0030858481768518686
5000,beta_time,-0.014126204885542393
5000,beta_time,-0.005993301048874855
5000,beta_time,0.0008502100245095789
5000,beta_time,-0.025625858455896378
5000,beta_time,-0.006503871642053127
5000,beta_time,-0.007588130421936512
5000,beta_time,-0.004688065033406019
5000,beta_time,-0.018758805468678474
5000,beta_time,0.009766330942511559
5000,beta_time,-0.0050044432282447815
5000,beta_time,-0.0038484360557049513
5000,beta_time,-0.014084924012422562
5000,beta_time,-0.001550463610328734
5000,beta_time,0.006285915616899729
5000,beta_time,0.011851523071527481
5000,beta_time,0.010721215978264809
5000,beta_time,-0.01960952952504158
5000,beta_time,-0.012681869789958
5000,beta_time,-0.005529840476810932
5000,beta_time,-0.011590677313506603
5000,beta_time,0.00924057886004448
5000,beta_time,0.005621545482426882
5000,beta_time,-0.007160359062254429
5000,beta_time,0.0030956612899899483
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
5000,alpha_time,-0.029999999329447746
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,psi,0.5
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_S,0.10000000149011612
10000,gamma_G,0.10000000149011612
10000,gamma_G,0.10000000149011612
10000,gamma_G,0.10000000149011612
10000,gamma_G,0.10000000149011612
10000,gamma_G,0.10000000149011612
10000,gamma_G,0.10000000149011612
10000,gamma_G,0.10000000149011612
10000,gamma_G,0.10000000149011612
10000,gamma_G,0.10000000149011612
10000,gamma_G,0.10000000149011612
10000,gamma_G,0.10000000149011612
10000,gamma_G,0.10000000149011612
10000,gamma_G,0.10000000149011612
10000,gamma_G,0.10000000149011612
10000,gamma_G,0.10000000149011612
10000,gamma_G,0.10000000149011612
10000,gamma_G,0.10000000149011612
10000,gamma_G,0.10000000149011612
10000,gamma_G,0.10000000149011612
10000,gamma_G,0.10000000149011612
10000,gamma_G,0.10000000149011612
10000,gamma_G,0.10000000149011612
10000,gamma_G,0.10000000149011612
10000,gamma_G,0.10000000149011612
10000,gamma_G,0.10000000149011612
10000,gamma_G,0.10000000149011612
10000,gamma_G,0.10000000149011612
10000,gamma_G,0.10000000149011612
